Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
7,"G Li, C Zhi, J Chen, J Han, S Deng","Exploring parameter-efficient fine-tuning of large language model on automated program repair",2024,"… Conference on Automated …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3691620.3695066","https://scholar.google.com/scholar?cites=18109280530866880416&as_sdt=2005&sciodt=2007&hl=en",72,"2025-03-14 11:09:45","","10.1145/3691620.3695066","","",,,,,7,7.00,1,5,1,"Automated Program Repair (APR) aims to fix bugs by generating patches. And existing work has demonstrated that ""pre-training and fine-tuning"" paradigm enables Large Language …","https://arxiv.org/pdf/2406.05639","https://scholar.google.com/scholar?q=related:oL83HLIWUfsJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
20,"W Oh, H Oh","PyTER: effective program repair for Python type errors",2022,"Proceedings of the 30th ACM Joint European Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3540250.3549130","https://scholar.google.com/scholar?cites=17468216187498942115&as_sdt=2005&sciodt=2007&hl=en",89,"2025-03-14 11:09:45","","10.1145/3540250.3549130","","",,,,,20,6.67,10,2,3,"… We present PyTER, an automated program repair (APR) technique for … program locations and to prioritize candidate patches that are likely to fix the given error correctly. We prove the …","https://prl.korea.ac.kr/papers/fse22.pdf","https://scholar.google.com/scholar?q=related:o06aaxKSa_IJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
13,"K Gopinathan, M Keoliya, I Sergey","Mostly automated proof repair for verified libraries",2023,"… of the ACM on Programming …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3591221","https://scholar.google.com/scholar?cites=7608062243341773282&as_sdt=2005&sciodt=2007&hl=en",1,"2025-03-14 11:09:45","","10.1145/3591221","","",,,,,13,6.50,4,3,2,"… largely unexplored from the perspective of proof repair; particularly so in the context of … programs. In this work, we focus on the problem of repairing proofs about imperative programs …","https://dl.acm.org/doi/pdf/10.1145/3591221","https://scholar.google.com/scholar?q=related:4qlyE01ElWkJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
13,"T Reichel, R Henderson, A Touchet, ...","Proof repair infrastructure for supervised models: Building a large proof repair dataset",2023,"… Theorem Proving …","drops.dagstuhl.de","https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.ITP.2023.26","https://scholar.google.com/scholar?cites=15698411646912263867&as_sdt=2005&sciodt=2007&hl=en",15,"2025-03-14 11:09:45","","10.4230/LIPIcs.ITP.2023.26","","",,,,,13,6.50,3,4,2,"… for an important proof automation task in Coq: proof repair [49], which comprises the automatic … of proofs in response to breaking changes in programs or specifications. Proof repair is …","https://drops.dagstuhl.de/storage/00lipics/lipics-vol268-itp2023/LIPIcs.ITP.2023.26/LIPIcs.ITP.2023.26.pdf","https://scholar.google.com/scholar?q=related:u3YPGDj229kJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
13,"J Yao, Z Zhou, W Chen, W Cui","Leveraging large language models for automated proof synthesis in rust",2023,"arXiv preprint arXiv:2311.03739","arxiv.org","https://arxiv.org/abs/2311.03739","https://scholar.google.com/scholar?cites=2742864535533898596&as_sdt=2005&sciodt=2007&hl=en",35,"2025-03-14 11:09:45","","","","",,,,,13,6.50,3,4,2,"… In our evaluation using the GPT-4 model dated 2023-03-15, only 3 out of 20 programs were fully automated (without human intervention). Additionally, self-repair through error feedback …","https://arxiv.org/pdf/2311.03739","https://scholar.google.com/scholar?q=related:ZMuDQ8OcECYJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
13,"D Milovančević, V Kunčak","Proving and disproving equivalence of functional programming assignments",2023,"Proceedings of the ACM on Programming …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3591258","https://scholar.google.com/scholar?cites=15229713351033924759&as_sdt=2005&sciodt=2007&hl=en",79,"2025-03-14 11:09:45","","10.1145/3591258","","",,,,,13,6.50,7,2,2,"… • Automated function equivalence proofs: We propose the use of induction on the recursive call structure as the strategy of choice for checking the equivalence of a student submission …","https://dl.acm.org/doi/pdf/10.1145/3591258","https://scholar.google.com/scholar?q=related:l6xmL5rPWtMJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
13,"Y Zhang, G Li, Z Jin, Y Xing","Neural program repair with program dependence analysis and effective filter mechanism",2023,"arXiv preprint arXiv:2305.09315","arxiv.org","https://arxiv.org/abs/2305.09315","https://scholar.google.com/scholar?cites=10157614302253178697&as_sdt=2005&sciodt=2007&hl=en",94,"2025-03-14 11:09:45","","","","",,,,,13,6.50,3,4,2,"… , automated program repair (APR), which aims at repairing defective programs without … As exact match is a strict metric, such improvements prove the superiority of REPEATNPR in …","https://arxiv.org/pdf/2305.09315","https://scholar.google.com/scholar?q=related:SV86-2MY94wJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
18,"R Bruni, R Giacobazzi, R Gori, F Ranzato","Abstract interpretation repair",2022,"… Conference on Programming …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3519939.3523453","https://scholar.google.com/scholar?cites=562505282784456954&as_sdt=2005&sciodt=2007&hl=en",75,"2025-03-14 11:09:45","","10.1145/3519939.3523453","","",,,,,18,6.00,5,4,3,"… modus operandi for automating program verification that we call Abstract Interpretation Repair (AIR): … More precisely, we prove that: any CEGAR abstract counterexample is spurious iff it …","https://dl.acm.org/doi/pdf/10.1145/3519939.3523453","https://scholar.google.com/scholar?q=related:-vClDJNrzgcJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
6,"W Zhong, C Li, K Liu, T Xu, J Ge, TF Bissyandé, ...","Practical program repair via preference-based ensemble strategy",2024,"Proceedings of the 46th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3597503.3623310","https://scholar.google.com/scholar?cites=7967491267363826193&as_sdt=2005&sciodt=2007&hl=en",97,"2025-03-14 11:09:45","","10.1145/3597503.3623310","","",,,,,6,6.00,1,7,1,"… from different aspects to boost the development of automated program repair. Qi et al. [36] … Remembering that we have a large-scale set of 21 APR tools, the results prove that P-EPR …","https://dl.acm.org/doi/pdf/10.1145/3597503.3623310","https://scholar.google.com/scholar?q=related:EWo_Fhg3km4J:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
17,"A Barriga, A Rutle, R Heldal","AI-powered model repair: an experience report—lessons learned, challenges, and opportunities",2022,"Software and Systems Modeling","Springer","https://link.springer.com/article/10.1007/s10270-022-00983-5","https://scholar.google.com/scholar?cites=11157552593943293498&as_sdt=2005&sciodt=2007&hl=en",29,"2025-03-14 11:09:45","HTML","10.1007/s10270-022-00983-5","","",,,,,17,5.67,6,3,3,"… Artificial intelligence has already proven to be a powerful tool to automate and improve how we … The work presents a proof-of-concept of the framework through the solution of a sample …","https://link.springer.com/article/10.1007/s10270-022-00983-5","https://scholar.google.com/scholar?q=related:Om66DPiW15oJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
17,"ER Winter, V Nowack, D Bowes, S Counsell, ...","Towards developer-centered automatic program repair: findings from Bloomberg",2022,"Proceedings of the 30th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3540250.3558953","https://scholar.google.com/scholar?cites=17247133965720017820&as_sdt=2005&sciodt=2007&hl=en",43,"2025-03-14 11:09:45","","10.1145/3540250.3558953","","",,,,,17,5.67,3,5,3,"… they will have direct proof that this is … automated) had significant influence on trust perceptions and intentions, participants having higher trust in human repairs than automated repairs …","https://dl.acm.org/doi/pdf/10.1145/3540250.3558953","https://scholar.google.com/scholar?q=related:nNtQbPYgWu8J:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
15,"X Gao, Y Noller, A Roychoudhury","Program repair",2022,"arXiv preprint arXiv:2211.12787","arxiv.org","https://arxiv.org/abs/2211.12787","https://scholar.google.com/scholar?cites=4820233673382442543&as_sdt=2005&sciodt=2007&hl=en",12,"2025-03-14 11:09:45","","","","",,,,,15,5.00,5,3,3,"… which develop correct software by formally proving its correctness. Instead of viewing the … Our goal in automated program repair is to retain this software development workflow and …","https://arxiv.org/pdf/2211.12787","https://scholar.google.com/scholar?q=related:LzZWvPzo5EIJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
10,"A Agrawal, E First, Z Kaufman, T Reichel, ...","Proofster: Automated formal verification",2023,"2023 IEEE/ACM 45th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10172819/","https://scholar.google.com/scholar?cites=7883244371680014572&as_sdt=2005&sciodt=2007&hl=en",28,"2025-03-14 11:09:45","","","","",,,,,10,5.00,2,5,2,"… from failed proof-synthesis attempts. This problem is related to automated program repair, … ], eg, using tests and bug reports [33], [17] or inferred constraints on program behavior [1]. In …","https://par.nsf.gov/servlets/purl/10461013","https://scholar.google.com/scholar?q=related:7LCVI_3oZm0J:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
10,"Y Liu, S Mechtaev, P Subotić, ...","Program repair guided by datalog-defined static analysis",2023,"Proceedings of the 31st …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3611643.3616363","https://scholar.google.com/scholar?cites=13508786145826518976&as_sdt=2005&sciodt=2007&hl=en",40,"2025-03-14 11:09:45","","10.1145/3611643.3616363","","",,,,,10,5.00,3,4,2,"… Automated program repair relying on static analysis complements test-driven repair, since it does not require failing tests to repair … symbolic proof trees, that is symbolic proof trees where …","https://dl.acm.org/doi/pdf/10.1145/3611643.3616363","https://scholar.google.com/scholar?q=related:wDe1UG3ZeLsJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
15,"S Gutiérrez Brida, G Regis, G Zheng, ...","ICEBAR: feedback-driven iterative repair of alloy specifications",2022,"… on Automated Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3551349.3556944","https://scholar.google.com/scholar?cites=10441912953394146990&as_sdt=2005&sciodt=2007&hl=en",49,"2025-03-14 11:09:45","","10.1145/3551349.3556944","","",,,,,15,5.00,4,4,3,"Automated program repair (APR) techniques have shown great success in automatically finding fixes for programs in programming languages such as C or Java. In this work, we focus …","https://dl.acm.org/doi/pdf/10.1145/3551349.3556944","https://scholar.google.com/scholar?q=related:rq6b6oEg6ZAJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
14,"SK Deng, N Sundaresan, A Svyatkovskiy, ...","Automated program repair tool",2022,"US Patent …","Google Patents","https://patents.google.com/patent/US11526424B2/en","https://scholar.google.com/scholar?cites=13108507748434236018&as_sdt=2005&sciodt=2007&hl=en",36,"2025-03-14 11:09:45","","","","",,,,,14,4.67,4,4,3,"… Infer symbolically executes the analysis language instructions over a symbolic heap according to a set of separation logic proof rules in order to discover program paths with the …","https://patentimages.storage.googleapis.com/69/3f/ab/03d1d75b93d22b/US11526424.pdf","https://scholar.google.com/scholar?q=related:ctLgaFjG6rUJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
9,"S Sahai, UZ Ahmed, B Leong","Improving the coverage of gpt for automated feedback on high school programming assignments",2023,"NeurIPS'23 Workshop …","aicet.comp.nus.edu.sg","https://aicet.comp.nus.edu.sg/wp-content/uploads/2024/10/gaied23-gpt.pdf","https://scholar.google.com/scholar?cites=3258708432374751587&as_sdt=2005&sciodt=2007&hl=en",45,"2025-03-14 11:09:45","PDF","","","",,,,,9,4.50,3,3,2,"… ] propose a conversational automated program repair, where … utilize LLMs as both Automated Program Repair (APR) and … same incorrect code, one may prove more effective in helping …","https://aicet.comp.nus.edu.sg/wp-content/uploads/2024/10/gaied23-gpt.pdf","https://scholar.google.com/scholar?q=related:Y2FEyg1COS0J:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
9,"YA Xiao, C Yang, B Wang, ...","Expressapr: Efficient patch validation for java automated program repair systems",2023,"… Conference on Automated …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10298419/","https://scholar.google.com/scholar?cites=10331693428526927033&as_sdt=2005&sciodt=2007&hl=en",65,"2025-03-14 11:09:45","","","","",,,,,9,4.50,2,4,2,"… file (currently v3) and the Bug ID of the project under repair (Math-65 in the Defects4J benchmark). These fields are for error-proof purposes, so that ExpressAPR will issue a warning for …","https://xiongyingfei.github.io/papers/ASE23Demo.pdf","https://scholar.google.com/scholar?q=related:ucyV_26MYY8J:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
9,"J Petke, B Alexander, ET Barr, AEI Brownlee, ...","Program transformation landscapes for automated program modification using Gin",2023,"Empirical Software …","Springer","https://link.springer.com/article/10.1007/s10664-023-10344-5","https://scholar.google.com/scholar?cites=2954652128390101383&as_sdt=2005&sciodt=2007&hl=en",100,"2025-03-14 11:09:45","HTML","10.1007/s10664-023-10344-5","","",,,,,9,4.50,2,5,2,"… With progress in automated program repair (APR) and genetic improvement (GI), this future might be closer than previously thought. APR’s focus is on automatically fixing software bugs …","https://link.springer.com/article/10.1007/s10664-023-10344-5","https://scholar.google.com/scholar?q=related:hzmL03QIASkJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
13,"QN Phung, M Kim, E Lee","Identifying incorrect patches in program repair based on meaning of source code",2022,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9690887/","https://scholar.google.com/scholar?cites=14293541768205801578&as_sdt=2005&sciodt=2007&hl=en",59,"2025-03-14 11:09:45","","","","",,,,,13,4.33,4,3,3,"… automated patch correctness assessment approaches. First, it does not need oracle information, which is required by automated testing and program … Using a verification tool can prove …","https://ieeexplore.ieee.org/iel7/6287639/6514899/09690887.pdf","https://scholar.google.com/scholar?q=related:apgd_IHcXMYJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
13,"A Nilizadeh","Automated program repair and test overfitting: measurements and approaches using formal methods",2022,"2022 IEEE Conference on Software Testing …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9787865/","https://scholar.google.com/scholar?cites=18323882734139637286&as_sdt=2005&sciodt=2007&hl=en",78,"2025-03-14 11:09:45","","","","",,,,,13,4.33,13,1,3,"… Abstract—Automated program repair (APR) techniques that use test suites for bug localization and assessing candidate patches have promising results. Studies have shown that …","https://www.researchgate.net/profile/Amirfarhad-Nilizadeh-2/publication/359107028_Automated_Program_Repair_and_Test_Overfitting_Measurements_and_Approaches_using_Formal_Methods/links/622838579f7b3246341a66e2/Automated-Program-Repair-and-Test-Overfitting-Measurements-and-Approaches-using-Formal-Methods.pdf","https://scholar.google.com/scholar?q=related:Jn5OOkOCS_4J:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
4,"A Papotti, R Paramitha, F Massacci","On the acceptance by code reviewers of candidate security patches suggested by Automated Program Repair tools",2024,"Empirical Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-024-10506-z","https://scholar.google.com/scholar?cites=7174272134889773442&as_sdt=2005&sciodt=2007&hl=en",52,"2025-03-14 11:09:45","HTML","10.1007/s10664-024-10506-z","","",,,,,4,4.00,1,3,1,"… find automated code repair more trustworthy than repairs … automated code repair program after reviewing the repairs. … full automation may be a key a technical in terms of proving the …","https://link.springer.com/article/10.1007/s10664-024-10506-z","https://scholar.google.com/scholar?q=related:gpkW6n4ikGMJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
4,"Q Zhao, F Liu, L Zhang, Y Liu, Z Yan, Z Chen, ...","Peer-aided Repairer: Empowering Large Language Models to Repair Advanced Student Assignments",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2404.01754","https://scholar.google.com/scholar?cites=12731291060470040031&as_sdt=2005&sciodt=2007&hl=en",56,"2025-03-14 11:09:45","","","","",,,,,4,4.00,1,7,1,"… Automated Program Repair (APR) techniques for providing feedback on student programming … The evaluation results on both Defects4DS and ITSP datasets prove that PaR achieves …","https://arxiv.org/pdf/2404.01754","https://scholar.google.com/scholar?q=related:30VsJ8ShrrAJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
4,"H Ruan, Y Noller, S Tizpaz-Niari, ...","Timing side-channel mitigation via automated program repair",2024,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3678169","https://scholar.google.com/scholar?cites=3426723166152004376&as_sdt=2005&sciodt=2007&hl=en",63,"2025-03-14 11:09:45","","10.1145/3678169","","",,,,,4,4.00,1,4,1,"… The proof script can be found in our replication package. Note that side effects may occur when these conditions do not hold. For example, after the snippet if(o!=null)x+=o.size(); is …","https://abhikrc.com/pdf/TOSEM24_Pendulum.pdf","https://scholar.google.com/scholar?q=related:GJMXZpAqji8J:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
4,"P Carrott, N Saavedra, K Thompson, S Lerner, ...","CoqPyt: proof navigation in Python in the era of LLMs",2024,"… Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3663529.3663814","https://scholar.google.com/scholar?cites=478168610995586343&as_sdt=2005&sciodt=2007&hl=en",74,"2025-03-14 11:09:45","","10.1145/3663529.3663814","","",,,,,4,4.00,1,5,1,"… steps, returning either new proof states or errors. Neural theorem provers iterate … proof search to traverse the space of possible proofs. A complementary task is automated proof repair […","https://dl.acm.org/doi/pdf/10.1145/3663529.3663814","https://scholar.google.com/scholar?q=related:J0UiedHLogYJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
4,"X Lin, Q Cao, Y Huang, H Wang, J Lu, ...","FVEL: Interactive formal verification environment with large language models via theorem proving",2024,"Advances in …","proceedings.neurips.cc","https://proceedings.neurips.cc/paper_files/paper/2024/hash/62c6d7893b13a13c659cb815852dd00d-Abstract-Datasets_and_Benchmarks_Track.html","https://scholar.google.com/scholar?cites=8579137252735378388&as_sdt=2005&sciodt=2007&hl=en",93,"2025-03-14 11:09:45","","","","",,,,,4,4.00,1,6,1,"… interacting with LLMs via automated theorem proving processes. Figure 1 … include a repair procedure to improve the variants by an SMT solver. For using LLMs to perform the program …","https://proceedings.neurips.cc/paper_files/paper/2024/file/62c6d7893b13a13c659cb815852dd00d-Paper-Datasets_and_Benchmarks_Track.pdf","https://scholar.google.com/scholar?q=related:1OOcjOA3D3cJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
12,"R Chen, C Zhou, L Cheng","Computer-vision-guided semi-autonomous concrete crack repair for infrastructure maintenance using a robotic arm",2022,"AI in Civil Engineering","Springer","https://link.springer.com/article/10.1007/s43503-022-00007-7","https://scholar.google.com/scholar?cites=8344467883877829832&as_sdt=2005&sciodt=2007&hl=en",98,"2025-03-14 11:09:45","HTML","10.1007/s43503-022-00007-7","","",,,,,12,4.00,4,3,3,"… for crack repair. Finally, simulations and experiments are conducted, proving the feasibility of the repair … An automated integration system has been developed for remote inspection and …","https://link.springer.com/article/10.1007/s43503-022-00007-7","https://scholar.google.com/scholar?q=related:yIwxWlSBzXMJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
11,"M Ergurtuna, B Yalcinkaya, E Aydin Gol","An automated system repair framework with signal temporal logic",2022,"Acta Informatica","Springer","https://link.springer.com/article/10.1007/s00236-021-00403-z","https://scholar.google.com/scholar?cites=9349379003596748916&as_sdt=2005&sciodt=2007&hl=en",48,"2025-03-14 11:09:45","HTML","10.1007/s00236-021-00403-z","","",,,,,11,3.67,4,3,3,"… We present an automated system repair framework for cyber-… In this work, we propose a repair framework to automate these … We implemented the developed methods in a proof-of-…","https://link.springer.com/article/10.1007/s00236-021-00403-z","https://scholar.google.com/scholar?q=related:dDjhK6uqv4EJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
7,"A Abreu, N Macedo, A Mendes","Exploring automatic specification repair in dafny programs",2023,"… Conference on Automated …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10298767/","https://scholar.google.com/scholar?cites=7714447775768272612&as_sdt=2005&sciodt=2007&hl=en",57,"2025-03-14 11:09:45","","","","",,,,,7,3.50,2,3,2,"… A last scenario where contract repair may prove useful is in the educational context, where … Students are known to struggle when writing formal specifications [4], and automated repair …","https://repositorio.inesctec.pt/bitstreams/80703b5a-f53a-45c8-99f7-49599d07d5ab/download","https://scholar.google.com/scholar?q=related:5F74EGE5D2sJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
7,"R Shariffdeen, M Mirchev, Y Noller, ...","Cerberus: A program repair framework",2023,"2023 IEEE/ACM 45th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10172676/","https://scholar.google.com/scholar?cites=5449852298395354750&as_sdt=2005&sciodt=2007&hl=en",83,"2025-03-14 11:09:45","","","","",,,,,7,3.50,2,4,2,"… security vulnerability repair and targets C/C++ programs. The … framework for automated program repair tools that supports … + programs capturing a security vulnerability with a proof of …","https://abhikrc.com/pdf/ICSE23-demo.pdf","https://scholar.google.com/scholar?q=related:foYzdMrDoUsJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
3,"C Yang, X Li, MRH Misu, J Yao, W Cui, Y Gong, ...","AutoVerus: Automated proof generation for Rust code",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2409.13082","https://scholar.google.com/scholar?cites=18312706927730860597&as_sdt=2005&sciodt=2007&hl=en",7,"2025-03-14 11:09:45","","","","",,,,,3,3.00,0,7,1,"… annotated with Verus specification and proof, which we will refer to as Verus program in this paper. … In each round, an agent is picked to repair the current proof based on a verification …","https://arxiv.org/pdf/2409.13082","https://scholar.google.com/scholar?q=related:NaI7B-3NI_4J:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
3,"Y Charalambous, E Manino, LC Cordeiro","Automated repair of AI code with large language models and formal verification",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2405.08848","https://scholar.google.com/scholar?cites=11261461076391221017&as_sdt=2005&sciodt=2007&hl=en",10,"2025-03-14 11:09:45","","","","",,,,,3,3.00,1,3,1,"… vulnerabilities, and automatically repair them with the help of … 81k programs via an automated process of program mutation… invoke a large language model to repair the source code. For …","https://arxiv.org/pdf/2405.08848","https://scholar.google.com/scholar?q=related:Gdcv5i6_SJwJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
9,"P Tolmach, Y Li, SW Lin","Property-based automated repair of defi protocols",2022,"… /ACM International Conference on Automated …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3551349.3559560","https://scholar.google.com/scholar?cites=8274090168511036208&as_sdt=2005&sciodt=2007&hl=en",20,"2025-03-14 11:09:45","","10.1145/3551349.3559560","","",,,,,9,3.00,3,3,3,"… —a technique for automated repair of a smart contract that does … program for inferring its specification. Our experiments in repairing 9 real-world and benchmark smart contracts prove …","https://dl.acm.org/doi/pdf/10.1145/3551349.3559560","https://scholar.google.com/scholar?q=related:MPumlSt503IJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
3,"H Wan, H Luo, M Li, X Luo","Automated program repair for introductory programming assignments",2024,"IEEE Transactions on Learning …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10535720/","https://scholar.google.com/scholar?cites=2925478633971943462&as_sdt=2005&sciodt=2007&hl=en",21,"2025-03-14 11:09:45","","","","",,,,,3,3.00,1,4,1,"… captures the code modification to make a buggy program pass the given test-suite. However, the … Model Repair (CEMR), an automated program repair tool for introductory programming …","","https://scholar.google.com/scholar?q=related:JojkV1FjmSgJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
6,"V Kabadi, D Kong, S Xie, L Bao, ...","The future can't help fix the past: Assessing program repair in the wild",2023,"2023 IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10336289/","https://scholar.google.com/scholar?cites=2013098957614583975&as_sdt=2005&sciodt=2007&hl=en",32,"2025-03-14 11:09:45","","","","",,,,,6,3.00,1,5,2,"… Abstract—Automated program repair (APR) has been gaining … One such challenge is that the state-of-the-art repair techniques … RQ2: Are there differences in automated program repair …","https://ink.library.smu.edu.sg/cgi/viewcontent.cgi?article=9613&context=sis_research","https://scholar.google.com/scholar?q=related:p5BTCtb27xsJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
3,"Y Li, H Pei, L Huang, B Yin, KY Cai","Automatic repair of quantum programs via unitary operation",2024,"ACM Transactions on Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3664604","https://scholar.google.com/scholar?cites=4817559008343119078&as_sdt=2005&sciodt=2007&hl=en",62,"2025-03-14 11:09:45","","10.1145/3664604","","",,,,,3,3.00,1,5,1,"… For the purpose of automation, the repair procedure can be implemented in an algebraic manner. Its elementary modeling involves how the testing phase is conducted, how to utilize …","https://www.researchgate.net/profile/Yuechen-Li-5/publication/380527464_Automatic_Repair_of_Quantum_Programs_via_Unitary_Operation/links/66f3922f553d245f9e34f67d/Automatic-Repair-of-Quantum-Programs-via-Unitary-Operation.pdf","https://scholar.google.com/scholar?q=related:5lTGwGRo20IJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
9,"M Harman","Scaling genetic improvement and automated program repair",2022,"… International Workshop on Automated Program Repair","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3524459.3527353","https://scholar.google.com/scholar?cites=3116671089505950371&as_sdt=2005&sciodt=2007&hl=en",66,"2025-03-14 11:09:45","","10.1145/3524459.3527353","","",,,,,9,3.00,9,1,3,"… to refer to search-based automated program repair, search based program synthesis, and any … is proving to be the success driver for some of the most challenging automated software …","","https://scholar.google.com/scholar?q=related:o1q709ejQCsJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
