Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
13,"T Reichel, R Henderson, A Touchet, ...","Proof repair infrastructure for supervised models: Building a large proof repair dataset",2023,"… Theorem Proving …","drops.dagstuhl.de","https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.ITP.2023.26","https://scholar.google.com/scholar?cites=15698411646912263867&as_sdt=2005&sciodt=2007&hl=en",22,"2025-03-14 11:11:13","","10.4230/LIPIcs.ITP.2023.26","","",,,,,13,6.50,3,4,2,"… proof automation task in Coq: proof repair [49], which comprises the automatic correction of proofs … In the case of supervised repair learning, we supply ground truth targets in the same …","https://drops.dagstuhl.de/storage/00lipics/lipics-vol268-itp2023/LIPIcs.ITP.2023.26/LIPIcs.ITP.2023.26.pdf","https://scholar.google.com/scholar?q=related:u3YPGDj229kJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
26,"E Pinconschi, R Abreu, P Adão","A comparative study of automatic program repair techniques for security vulnerabilities",2021,"… symposium on software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9700400/","https://scholar.google.com/scholar?cites=11048306724377991418&as_sdt=2005&sciodt=2007&hl=en",24,"2025-03-14 11:11:13","","","","",,,,,26,6.50,9,3,4,"… Note that proving the correctness of the patches is out of the scope … study on the performance of 10 automatic program repair tools to patch security vulnerabilities. The goal of our study …","https://www.researchgate.net/profile/Eduard_Pinconschi/publication/358558643_A_Comparative_Study_of_Automatic_Program_Repair_Techniques_for_Security_Vulnerabilities/links/63b818e9097c7832ca967595/A-Comparative-Study-of-Automatic-Program-Repair-Techniques-for-Security-Vulnerabilities.pdf","https://scholar.google.com/scholar?q=related:-hgc7G14U5kJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
13,"J Yao, Z Zhou, W Chen, W Cui","Leveraging large language models for automated proof synthesis in rust",2023,"arXiv preprint arXiv:2311.03739","arxiv.org","https://arxiv.org/abs/2311.03739","https://scholar.google.com/scholar?cites=2742864535533898596&as_sdt=2005&sciodt=2007&hl=en",41,"2025-03-14 11:11:13","","","","",,,,,13,6.50,3,4,2,"… the proof, and one for fixing the proof. The static analysis is configured to divide a … This indicates that GPT-4 has already learned these concepts in its training data. But triggers and …","https://arxiv.org/pdf/2311.03739","https://scholar.google.com/scholar?q=related:ZMuDQ8OcECYJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
13,"OA Bastías, J Díaz, J López Fenner","Exploring the intersection between software maintenance and machine learning—a systematic mapping study",2023,"Applied Sciences","mdpi.com","https://www.mdpi.com/2076-3417/13/3/1710","https://scholar.google.com/scholar?cites=10243939067238261997&as_sdt=2005&sciodt=2007&hl=en",52,"2025-03-14 11:11:13","HTML","","","",,,,,13,6.50,4,3,2,"… to improving maintenance processes and automation practices … finding software engineers specialized in software maintenance … of evidence of education initiatives focused on software …","https://www.mdpi.com/2076-3417/13/3/1710","https://scholar.google.com/scholar?q=related:7aR7k07IKY4J:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
45,"T Ringer, N Yazdani, J Leo, D Grossman","Adapting proof automation to adapt proofs",2018,"… Certified Programs and Proofs","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3167094","https://scholar.google.com/scholar?cites=7280421691915926082&as_sdt=2005&sciodt=2007&hl=en",33,"2025-03-14 11:11:13","","10.1145/3167094","","",,,,,45,6.43,11,4,7,"… proof automation in an interactive theorem prover to analyze changes in specifications and proofs… these patches to patch proofs that apply the constructor (in this case study, to fix broken …","https://dl.acm.org/doi/pdf/10.1145/3167094","https://scholar.google.com/scholar?q=related:QnqymfRACWUJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
17,"ER Winter, V Nowack, D Bowes, S Counsell, ...","Towards developer-centered automatic program repair: findings from Bloomberg",2022,"… European Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3540250.3558953","https://scholar.google.com/scholar?cites=17247133965720017820&as_sdt=2005&sciodt=2007&hl=en",82,"2025-03-14 11:11:13","","10.1145/3540250.3558953","","",,,,,17,5.67,3,5,3,"… -learn is the learning part of the system able to generate fix … The generation of fix patterns in Fixie-learn occurs through … with that fix the test is now working they will have direct proof that …","https://dl.acm.org/doi/pdf/10.1145/3540250.3558953","https://scholar.google.com/scholar?q=related:nNtQbPYgWu8J:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
16,"JP Landwehr, N Kühl, J Walk, M Gnädig","Design knowledge for deep-learning-enabled image-based decision support systems: evidence from power line maintenance decision-making",2022,"Business &Information Systems …","Springer","https://link.springer.com/article/10.1007/s12599-022-00745-z","https://scholar.google.com/scholar?cites=15779857963720541473&as_sdt=2005&sciodt=2007&hl=en",79,"2025-03-14 11:11:13","HTML","10.1007/s12599-022-00745-z","","",,,,,16,5.33,4,4,3,"… We address this potential by investigating the environment of automated vision-based PLC maintenance, focusing on the design of a holistic image-based decision support solution. We …","https://link.springer.com/article/10.1007/s12599-022-00745-z","https://scholar.google.com/scholar?q=related:IYWudTZR_doJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
26,"T Ringer, A Sanchez-Stern, D Grossman, ...","REPLica: REPL instrumentation for Coq analysis",2020,"… Programs and Proofs","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3372885.3373823","https://scholar.google.com/scholar?cites=4080338598360247138&as_sdt=2005&sciodt=2007&hl=en",90,"2025-03-14 11:11:13","","10.1145/3372885.3373823","","",,,,,26,5.20,7,4,5,"… proofs by stepping up above those proofs in the UI and fixing … proof engineering tools like machine learning tools for proofs … automation are natural directions for improvements to proof …","https://dl.acm.org/doi/pdf/10.1145/3372885.3373823","https://scholar.google.com/scholar?q=related:YuuTLlZGoDgJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
10,"A Agrawal, E First, Z Kaufman, T Reichel, ...","Proofster: Automated formal verification",2023,"… on Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10172819/","https://scholar.google.com/scholar?cites=7883244371680014572&as_sdt=2005&sciodt=2007&hl=en",55,"2025-03-14 11:11:13","","","","",,,,,10,5.00,2,5,2,"… Passport [46] learn a predictive model from a corpus of existing proofs and use that model to … from failed proof-synthesis attempts. This problem is related to automated program repair, …","https://par.nsf.gov/servlets/purl/10461013","https://scholar.google.com/scholar?q=related:7LCVI_3oZm0J:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
10,"S Kommrusch, M Monperrus, ...","Self-supervised learning to prove equivalence between straight-line programs via rewrite rules",2023,"… on Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10109816/","https://scholar.google.com/scholar?cites=7723164985715954158&as_sdt=2005&sciodt=2007&hl=en",56,"2025-03-14 11:11:13","","","","",,,,,10,5.00,3,3,2,"… an original incremental training technique, named self-supervised sample selection. We extensively study the effectiveness of this novel training approach on proofs of increasing …","https://arxiv.org/pdf/2109.10476","https://scholar.google.com/scholar?q=related:7pFVq6IxLmsJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
10,"Y Liu, S Mechtaev, P Subotić, ...","Program repair guided by datalog-defined static analysis",2023,"… Joint European Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3611643.3616363","https://scholar.google.com/scholar?cites=13508786145826518976&as_sdt=2005&sciodt=2007&hl=en",57,"2025-03-14 11:11:13","","10.1145/3611643.3616363","","",,,,,10,5.00,3,4,2,"… Automated program repair relying on static analysis … in feasible symbolic proof trees, that is symbolic proof trees where all … not learn repair patterns, but instead provides repair strategies …","https://dl.acm.org/doi/pdf/10.1145/3611643.3616363","https://scholar.google.com/scholar?q=related:wDe1UG3ZeLsJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
14,"SK Deng, N Sundaresan, A Svyatkovskiy, ...","Automated program repair tool",2022,"US Patent …","Google Patents","https://patents.google.com/patent/US11526424B2/en","https://scholar.google.com/scholar?cites=13108507748434236018&as_sdt=2005&sciodt=2007&hl=en",59,"2025-03-14 11:11:13","","","","",,,,,14,4.67,4,4,3,"… to a set of separation logic proof rules in order to discover program paths with the symbolic … trained through a transfer learning process that includes pre-training the neural transformer …","https://patentimages.storage.googleapis.com/69/3f/ab/03d1d75b93d22b/US11526424.pdf","https://scholar.google.com/scholar?q=related:ctLgaFjG6rUJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
39,"XBD Le, D Lo, C Le Goues","Empirical study on synthesis engines for semantics-based program repair",2016,"… on Software Maintenance and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7816487/","https://scholar.google.com/scholar?cites=1785919984353744524&as_sdt=2005&sciodt=2007&hl=en",83,"2025-03-14 11:11:13","","","","",,,,,39,4.33,13,3,9,"… , automated program repair (APR) techniques that can help developers tackle the bug-fixing … It then synthesizes a desired solution based on the unsatisfiability proof. Recent …","https://ink.library.smu.edu.sg/cgi/viewcontent.cgi?article=4751&context=sis_research","https://scholar.google.com/scholar?q=related:jBateMPcyBgJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
4,"P Carrott, N Saavedra, K Thompson, S Lerner, ...","CoqPyt: proof navigation in Python in the era of LLMs",2024,"… of Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3663529.3663814","https://scholar.google.com/scholar?cites=478168610995586343&as_sdt=2005&sciodt=2007&hl=en",87,"2025-03-14 11:11:13","","10.1145/3663529.3663814","","",,,,,4,4.00,1,5,1,"… A complementary task is automated proof repair [20], which … mining software repositories for new, enriched training and … future research into neural proof synthesis and repair for Coq, …","https://dl.acm.org/doi/pdf/10.1145/3663529.3663814","https://scholar.google.com/scholar?q=related:J0UiedHLogYJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
4,"A Kozyrev, G Solovev, N Khramov, ...","CoqPilot, a plugin for LLM-based generation of proofs",2024,"… on Automated Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3691620.3695357","https://scholar.google.com/scholar?cites=11440695440365812629&as_sdt=2005&sciodt=2007&hl=en",98,"2025-03-14 11:11:13","","10.1145/3691620.3695357","","",,,,,4,4.00,1,4,1,"… proofs marked with the admit tactic in a Coq file, ie, proof holes, and combines LLMs along with non-machine-learning methods to generate proof … it to try to fix the failing proof. Baldur [9] …","https://arxiv.org/pdf/2410.19605","https://scholar.google.com/scholar?q=related:lXtvOuODxZ4J:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
16,"DG Widder, L Dabbish, JD Herbsleb, ...","Trust in collaborative automation in high stakes software engineering work: A case study at NASA",2021,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3411764.3445650","https://scholar.google.com/scholar?cites=13589870871185024221&as_sdt=2005&sciodt=2007&hl=en",99,"2025-03-14 11:11:13","","10.1145/3411764.3445650","","",,,,,16,4.00,4,4,4,"… on fairness and accountability of machine learning provides evidence for the strong need and … We heard of decade long missions having software mishaps repaired using some of the …","https://dl.acm.org/doi/pdf/10.1145/3411764.3445650","https://scholar.google.com/scholar?q=related:3WRpHI7rmLwJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
27,"TV Nguyen, W Weimer, D Kapur, S Forrest","Connecting program synthesis and reachability: Automatic program repair using test-input generation",2017,"… and Practice of Software …","Springer","https://link.springer.com/chapter/10.1007/978-3-662-54577-5_17","https://scholar.google.com/scholar?cites=18423323296059031230&as_sdt=2005&sciodt=2007&hl=en",54,"2025-03-14 11:11:13","","10.1007/978-3-662-54577-5_17","","",,,,,27,3.38,7,4,8,"… We prove that certain formulations of program synthesis and reachability are equivalent. Specifically, our constructive proof … CETI, a tool for automated program repair using test-input …","https://arxiv.org/pdf/1903.11765","https://scholar.google.com/scholar?q=related:vv7GQ-3KrP8J:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
3,"C Yang, X Li, MRH Misu, J Yao, W Cui, Y Gong, ...","AutoVerus: Automated proof generation for Rust code",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2409.13082","https://scholar.google.com/scholar?cites=18312706927730860597&as_sdt=2005&sciodt=2007&hl=en",13,"2025-03-14 11:11:13","","","","",,,,,3,3.00,0,7,1,"… Human experts expect to see verification errors and are experienced at repairing proofs to fix … For this study, we used two subsets of proof tasks from Verus-Bench. The Inference Dataset …","https://arxiv.org/pdf/2409.13082","https://scholar.google.com/scholar?q=related:NaI7B-3NI_4J:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
3,"H Wan, H Luo, M Li, X Luo","Automated program repair for introductory programming assignments",2024,"IEEE Transactions on Learning …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10535720/","https://scholar.google.com/scholar?cites=2925478633971943462&as_sdt=2005&sciodt=2007&hl=en",17,"2025-03-14 11:11:13","","","","",,,,,3,3.00,1,4,1,"… Model Repair (CEMR), an automated program repair tool for introductory programming … We chose three of the most related automatic program repair tools, Refazer, Refactory, and …","","https://scholar.google.com/scholar?q=related:JojkV1FjmSgJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
18,"CH Cai, J Sun, G Dobbie","Automatic B-model repair using model checking and machine learning",2019,"Automated Software Engineering","Springer","https://link.springer.com/article/10.1007/s10515-019-00264-4","https://scholar.google.com/scholar?cites=17450453017143880919&as_sdt=2005&sciodt=2007&hl=en",36,"2025-03-14 11:11:13","","10.1007/s10515-019-00264-4","","",,,,,18,3.00,6,3,6,"… repair faulty models. This paper proposes B-repair, an approach that supports automated repair … -repair is able to suggest possible repairs for the fault, estimate the quality of suggested …","","https://scholar.google.com/scholar?q=related:1yyBCJB2LPIJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
3,"N Sukur, N Milošević, D Pracner, Z Budimac","Automated program improvement with reinforcement learning and graph neural networks",2024,"Soft Computing","Springer","https://link.springer.com/article/10.1007/s00500-023-08559-1","https://scholar.google.com/scholar?cites=150757401793377395&as_sdt=2005&sciodt=2007&hl=en",37,"2025-03-14 11:11:13","","10.1007/s00500-023-08559-1","","",,,,,3,3.00,1,4,1,"… Automated software transformations and the process of automated program repair and … In this paper, we present a proof-of-concept system for automatic program optimization. We …","","https://scholar.google.com/scholar?q=related:c7Qn5Q6ZFwIJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
3,"A Tahat, D Hardin, A Petz, P Alexander","Proof repair utilizing large language models: a case study on the Copland remote attestation proofbase",2024,"… on Bridging the Gap between AI …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-75434-0_10","https://scholar.google.com/scholar?cites=10505508106197472010&as_sdt=2005&sciodt=2007&hl=en",67,"2025-03-14 11:11:13","","10.1007/978-3-031-75434-0_10","","",,,,,3,3.00,1,4,1,"… We are interested in the use of LLMs for automated theorem proving, particularly proof repair… In our study, we aimed to see this value approaching zero during the proof repair process or…","https://loonwerks.com/publications/pdf/tahat2024aisola.pdf","https://scholar.google.com/scholar?q=related:ChPjRvYPy5EJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
22,"A Albarghouthi, L D'Antoni, S Drews","Repairing decision-making programs under uncertainty",2017,"… , July 24-28, 2017, Proceedings, Part …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-63387-9_9","https://scholar.google.com/scholar?cites=8636695818449221707&as_sdt=2005&sciodt=2007&hl=en",74,"2025-03-14 11:11:13","","10.1007/978-3-319-63387-9_9","","",,,,,22,2.75,7,3,8,"… prove its correctness by rooting it in computational learning theory. For evaluation, we focus on repairing machine learning … the problem of automating program repair in the presence of …","https://par.nsf.gov/servlets/purl/10061760","https://scholar.google.com/scholar?q=related:S3jEcxa123cJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
16,"M Endres, G Sakkas, B Cosman, ...","Infix: Automatically repairing novice program inputs",2019,"… Automated Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8952434/","https://scholar.google.com/scholar?cites=1295680815182734711&as_sdt=2005&sciodt=2007&hl=en",27,"2025-03-14 11:11:13","","","","",,,,,16,2.67,4,4,6,"… Therefore, we compare InFix’s repairs to those developed by the learners themselves. From … Toward automatic hint generation for logic proof tutoring using historical student data. In …","https://ranjitjhala.github.io/static/infix.pdf","https://scholar.google.com/scholar?q=related:d2VBK9Yu-xEJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
8,"E Pinconschi, QC Bui, R Abreu, P Adão, ...","Maestro: A platform for benchmarking automatic program repair tools on software vulnerabilities",2022,"… symposium on software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3533767.3543291","https://scholar.google.com/scholar?cites=6930422810439102377&as_sdt=2005&sciodt=2007&hl=en",97,"2025-03-14 11:11:13","","10.1145/3533767.3543291","","",,,,,8,2.67,2,5,3,"… Machine learning approaches [3… As a proof-of-concept, we integrated a total of four repair tools and two vulnerability datasets for the C and Java programming languages into our …","https://dl.acm.org/doi/pdf/10.1145/3533767.3543291","https://scholar.google.com/scholar?q=related:qa98v9POLWAJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
5,"A Silva, JF Ferreira, H Ye, M Monperrus","MUFIN: Improving Neural Repair Models with Back-Translation",2023,"arXiv preprint arXiv:2304.02301","arxiv.org","https://arxiv.org/abs/2304.02301","https://scholar.google.com/scholar?cites=17138840185208707310&as_sdt=2005&sciodt=2007&hl=en",73,"2025-03-14 11:11:13","","","","",,,,,5,2.50,1,4,2,"… generates valuable training samples in a fully automated, self… first to study back-translation critics for program repair in Java. … [49] learn to prove program equivalence by selfsupervision …","https://arxiv.org/pdf/2304.02301","https://scholar.google.com/scholar?q=related:7hiOzVdk2e0J:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
